"(s/s)",1.00000
"(S/s)",0.00000
"(S/S)","1,00000"
"(p/p)",1.00000
"(h/h)",1.00000
"[s/- (A/2)/sJ",3.61037
"[S/-(A/2)/sJ",0.69533
"[Sf - (A/2) / SJ",0.20834
"[p/-(A/2)/pJ",0.14100
"[hi - (A/2) /hJ",0.50000
